stimulusWord,theCondition,corrResp,stimulusWord_2,theCondition_2,corrResp_2,Conditions_1.thisRepN,Conditions_1.thisTrialN,Conditions_1.thisN,Conditions_1.thisIndex,Conditions_2.thisRepN,Conditions_2.thisTrialN,Conditions_2.thisN,Conditions_2.thisIndex,Instruction_image.started,Instruction_image.stopped,Begin_task.keys,Begin_task.rt,Begin_task.started,Begin_task.stopped,Warning_signal_1.started,Warning_signal_1.stopped,The_word_1.started,The_word_1.stopped,Response_1.keys,Response_1.rt,Response_1.started,Response_1.stopped,Warning_signal_2.started,Warning_signal_2.stopped,The_word_2.started,The_word_2.stopped,Response_2.keys,Response_2.rt,Response_2.started,Response_2.stopped,The_end_text.started,The_end_text.stopped,End_task.keys,End_task.rt,End_task.started,End_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
PLANT,word,left,,,,0,9,9,1,,,,,,,,,,,137.57206154201413,138.56926811201265,138.55894204700598,None,left,0.4754860839457251,138.55894204700598,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
FRIND,nonword,right,,,,0,10,10,19,,,,,,,,,,,139.0598276410019,140.05465494300006,140.0432603629888,None,right,0.6002740550320596,140.0432603629888,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
GIRL,word,left,,,,0,11,11,0,,,,,,,,,,,140.65806395100662,141.66685314202914,141.63824332301738,None,left,0.5302537740208209,141.63824332301738,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
KAFF,nonword,right,,,,0,12,12,12,,,,,,,,,,,142.19611959299073,143.19050326303113,143.17959198803874,None,right,0.554759535996709,143.17959198803874,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
POKV,nonword,right,,,,0,13,13,10,,,,,,,,,,,143.76217032800196,144.7683322399971,144.74427037703572,None,left,0.5470091549796052,144.74427037703572,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
DATA,word,left,,,,0,14,14,6,,,,,,,,,,,145.31471044098726,146.32082340901252,146.29644952400122,None,left,0.5476324560004286,146.29644952400122,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
BOAT,word,left,,,,0,15,15,8,,,,,,,,,,,146.86503829603316,147.88038790103747,147.86242685001343,None,left,0.5038179940311238,147.86242685001343,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
BONE,word,left,,,,0,16,16,2,,,,,,,,,,,148.37970184499864,149.38328886101954,149.3599843539996,None,left,0.45806553098373115,149.3599843539996,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
FRIEND,word,left,,,,0,17,17,7,,,,,,,,,,,149.8515287769842,150.85605711099925,150.8457097520004,None,left,0.4113765539950691,150.8457097520004,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
CAFO,nonword,right,,,,0,18,18,16,,,,,,,,,,,151.27833241201006,152.28071188001195,152.25256476301,None,right,0.6085435419809073,152.25256476301,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
GLIR,nonword,right,,,,0,19,19,18,,,,,,,,,,,152.87898915202823,153.88349879399175,153.8586579640396,None,right,0.6223367920028977,153.8586579640396,None,,,,,,,,,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,SEAT FOOD,word,left,,,,,0,0,0,4,,,,,,,,,,,,,,,154.52289096603636,155.52302485500695,155.5110592590063,None,left,0.4967805229825899,155.5110592590063,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,MOVIE TETRE,nonword,right,,,,,0,1,1,18,,,,,,,,,,,,,,,156.0398626900278,157.0359256649972,157.02525770501234,None,left,0.5786137419636361,157.02525770501234,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,PLANT TREE,word,left,,,,,0,2,2,1,,,,,,,,,,,,,,,157.63550006301375,158.63627507101046,158.6255990199861,None,right,0.47319188999244943,158.6255990199861,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,PYSK STAR,nonword,right,,,,,0,3,3,14,,,,,,,,,,,,,,,159.12762887903955,160.1224807690014,160.110708385997,None,left,0.6620590109960176,160.110708385997,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,HOME DECOR,word,left,,,,,0,4,4,9,,,,,,,,,,,,,,,160.80726108100498,161.8013408469851,161.79052521899575,None,left,0.6244044060003944,161.79052521899575,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,POKV GAME,nonword,right,,,,,0,5,5,10,,,,,,,,,,,,,,,162.43687342200428,163.43421265599318,163.42212994099827,None,right,0.6086247820057906,163.42212994099827,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,DRIN GOLF,nonword,right,,,,,0,6,6,15,,,,,,,,,,,,,,,164.0559315450373,165.05308883701218,165.04245343600633,None,right,0.552150179981254,165.04245343600633,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,SHOW STRI ,nonword,right,,,,,0,7,7,13,,,,,,,,,,,,,,,165.61240864603315,166.61772758100415,166.59111444401788,None,left,0.6725246820133179,166.59111444401788,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,DUST GLIR,nonword,right,,,,,0,8,8,16,,,,,,,,,,,,,,,167.28514169203117,168.29215314699104,168.26521329401294,None,right,0.7393705360009335,168.26521329401294,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,DATA TEXT,word,left,,,,,0,9,9,6,,,,,,,,,,,,,,,169.0228217220283,170.01878373202635,170.0055668760324,None,left,0.6129449810250662,170.0055668760324,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,NIGHT WORF,nonword,right,,,,,0,10,10,11,,,,,,,,,,,,,,,170.63452315400355,171.6441195179941,171.61606461403426,None,right,0.5763812850345857,171.61606461403426,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,BOAT SEAT,word,left,,,,,0,11,11,8,,,,,,,,,,,,,,,172.22551706398372,173.2303262060159,173.21499633300118,None,left,0.5824525310308672,173.21499633300118,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,CAFE SHOP,word,left,,,,,0,12,12,5,,,,,,,,,,,,,,,173.81840730604017,174.81723014399176,174.80501640203875,None,left,0.5743756050360389,174.80501640203875,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,KAFF DRINK,nonword,right,,,,,0,13,13,12,,,,,,,,,,,,,,,175.40437236102298,176.40128757304046,176.38860883802408,None,right,0.5157559690414928,176.38860883802408,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,DANCE CAFO,nonword,right,,,,,0,14,14,17,,,,,,,,,,,,,,,176.9239561370341,177.91832593100844,177.9063354030368,None,left,0.6370873330160975,177.9063354030368,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,HOLE BALL,word,left,,,,,0,15,15,7,,,,,,,,,,,,,,,178.56870014203014,179.57441788900178,179.5626864550286,None,right,0.5134949070052244,179.5626864550286,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,GIRL CURL,word,left,,,,,0,16,16,0,,,,,,,,,,,,,,,180.1009016240132,181.11157871503383,181.08535733498866,None,left,0.43391690601129085,181.08535733498866,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,BONE CELL,word,left,,,,,0,17,17,2,,,,,,,,,,,,,,,181.54287146398565,182.54635046300245,182.5322322639986,None,right,0.3579053580178879,182.5322322639986,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,AREA CANDLE,word,left,,,,,0,18,18,3,,,,,,,,,,,,,,,182.93320107099134,183.93762727302965,183.92673534201458,None,right,0.565401878033299,183.92673534201458,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,TRFI OCEAN,nonword,right,,,,,0,19,19,19,,,,,,,,,,,,,,,184.51110888901167,185.5123230930185,185.5123230930185,None,right,0.6505304159945808,185.5123230930185,None,,,,,,,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.17668695602333,None,space,6.244500851025805,186.17668695602333,None,7,001,2021_Dec_01_1516,Project_RL,2021.2.3,None,
