stimulusWord,theCondition,corrResp,stimulusWord_2,theCondition_2,corrResp_2,Conditions_1.thisRepN,Conditions_1.thisTrialN,Conditions_1.thisN,Conditions_1.thisIndex,Conditions_2.thisRepN,Conditions_2.thisTrialN,Conditions_2.thisN,Conditions_2.thisIndex,Instruction_image.started,Instruction_image.stopped,Begin_task.keys,Begin_task.rt,Begin_task.started,Begin_task.stopped,Warning_signal_1.started,Warning_signal_1.stopped,The_word_1.started,The_word_1.stopped,Response_1.keys,Response_1.rt,Response_1.started,Response_1.stopped,Warning_signal_2.started,Warning_signal_2.stopped,The_word_2.started,The_word_2.stopped,Response_2.keys,Response_2.rt,Response_2.started,Response_2.stopped,The_end_text.started,The_end_text.stopped,End_task.keys,End_task.rt,End_task.started,End_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,23.162121228000615,None,space,59.68845136399614,23.162121228000615,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
XLFE,nonword,right,,,,0,0,0,11,,,,,,,,,,,82.90905115997884,83.93459677801002,83.89088448800612,None,right,1.2793146709445864,83.89088448800612,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
DRIN,nonword,right,,,,0,1,1,15,,,,,,,,,,,85.21772028197302,86.2151095069712,86.18918869597837,None,right,0.8440368279698305,86.18918869597837,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
STRI,nonword,right,,,,0,2,2,13,,,,,,,,,,,87.05305330897681,88.05155046697473,88.03722947696224,None,right,0.5058047149796039,88.03722947696224,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
DATA,word,left,,,,0,3,3,6,,,,,,,,,,,88.56418309896253,89.571831164998,89.54391362296883,None,left,0.5940980640007183,89.54391362296883,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
PYSK,nonword,right,,,,0,4,4,14,,,,,,,,,,,90.1548345030169,91.15501335298177,91.13253980700392,None,right,0.606491252023261,91.13253980700392,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
KAFF,nonword,right,,,,0,5,5,12,,,,,,,,,,,91.75854990398511,92.76498703996185,92.73819971096236,None,right,0.6416935139568523,92.73819971096236,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
FRIND,nonword,right,,,,0,6,6,19,,,,,,,,,,,93.39930211397586,94.40655268897535,94.38108994899085,None,right,0.619902950944379,94.38108994899085,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
NIGHT,word,left,,,,0,7,7,4,,,,,,,,,,,95.01668338599848,96.01045045797946,95.9992850080016,None,left,0.516472048999276,95.9992850080016,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
GLIR,nonword,right,,,,0,8,8,18,,,,,,,,,,,96.53862885897979,97.53830775700044,97.52461369498633,None,right,0.48720732401125133,97.52461369498633,None,,,,,,,,,,,,,,,1,001,2021_Dec_01_1455,Project_RL,2021.2.3,None,
