stimulusWord,theCondition,corrResp,stimulusWord_2,theCondition_2,corrResp_2,Conditions_1.thisRepN,Conditions_1.thisTrialN,Conditions_1.thisN,Conditions_1.thisIndex,Conditions_2.thisRepN,Conditions_2.thisTrialN,Conditions_2.thisN,Conditions_2.thisIndex,Instruction_image.started,Instruction_image.stopped,Begin_task.keys,Begin_task.rt,Begin_task.started,Begin_task.stopped,Warning_signal_1.started,Warning_signal_1.stopped,The_word_1.started,The_word_1.stopped,Response_1.keys,Response_1.rt,Response_1.started,Response_1.stopped,Warning_signal_2.started,Warning_signal_2.stopped,The_word_2.started,The_word_2.stopped,Response_2.keys,Response_2.rt,Response_2.started,Response_2.stopped,The_end_text.started,The_end_text.stopped,End_task.keys,End_task.rt,End_task.started,End_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,NIGHT WORF,nonword,right,,,,,0,11,11,11,,,,,,,,,,,,,,,101.50401032401714,102.51096394204069,102.49546305800322,None,right,0.9600971780018881,102.49546305800322,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,BONE CELL,word,left,,,,,0,12,12,2,,,,,,,,,,,,,,,103.48611824202817,104.48731218499597,104.47540345799644,None,left,0.8110630739829503,104.47540345799644,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,MOVIE TETRE,nonword,right,,,,,0,13,13,18,,,,,,,,,,,,,,,105.31213434500387,106.31695274502272,106.29379153804621,None,right,1.2126157120219432,106.29379153804621,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,SHOW STRI ,nonword,right,,,,,0,14,14,13,,,,,,,,,,,,,,,107.52527374902274,108.5235332880402,108.51167619304033,None,right,0.6567476309719495,108.51167619304033,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,SEAT FOOD,word,left,,,,,0,15,15,4,,,,,,,,,,,,,,,109.19356308004353,110.19431915302994,110.18185264099156,None,left,0.6104805070208386,110.18185264099156,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,PYSK STAR,nonword,right,,,,,0,16,16,14,,,,,,,,,,,,,,,110.83148039202206,111.84405150701059,111.82673688000068,None,right,0.7606849310104735,111.82673688000068,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,DATA TEXT,word,left,,,,,0,17,17,6,,,,,,,,,,,,,,,112.60814352199668,113.60494422004558,113.59400882699993,None,left,1.1081281419610605,113.59400882699993,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,DRIN GOLF,nonword,right,,,,,0,18,18,15,,,,,,,,,,,,,,,114.73200373799773,115.74347786599537,115.71632563904859,None,right,0.7088182680308819,115.71632563904859,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,TRFI OCEAN,nonword,right,,,,,0,19,19,19,,,,,,,,,,,,,,,116.4506390329916,117.4545419770293,117.43188134301454,None,right,0.6623018360114656,117.43188134301454,None,,,,,,,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.11029290902661,None,space,2.4787383420043625,118.11029290902661,None,4,001,2021_Dec_01_1504,Project_RL,2021.2.3,None,
